V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
GCA_027695745.1_ASM2769574v1.fna,lsalivarius,-,pstB(~3),rpsB(2),nrdB(6?),rpoA(~5),parB(7),"","","","",""
GCA_027861765.1_ASM2786176v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_027861865.1_ASM2786186v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_027862685.1_ASM2786268v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_027862775.1_ASM2786277v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_027863105.1_ASM2786310v1.fna,sagalactiae,27,adhP(1),pheS(1),atr(3),glnA(4),sdhA(2),glcK(2),tkt(2),"","",""
GCA_027863155.1_ASM2786315v1.fna,sagalactiae,1167,adhP(36),pheS(1),atr(89),glnA(2),sdhA(2),glcK(2),tkt(2),"","",""
GCA_028325685.1_ASM2832568v1.fna,-,-,"","","","","","","","","",""
GCA_028335765.1_ASM2833576v1.fna,ssuis,1263,aroA(91),cpn60(110),dpr(74),gki(158),mutS(109),recA(34),thrA(101),"","",""
GCA_028462485.1_ASM2846248v1.fna,bsubtilis,-,glpF(~3),ilvD(48),pta(~2),purH(~66),pycA(2),rpoD(41),tpiA(1),"","",""
GCA_028594455.2_ASM2859445v2.fna,-,-,"","","","","","","","","",""
GCA_028606985.1_ASM2860698v1.fna,-,-,"","","","","","","","","",""
GCA_028743795.1_ASM2874379v1.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_028823545.1_ASM2882354v1.fna,sbsec,-,ddl(~16),gki(~45),glnA(10),mutS(53),mutS2(53),pheS(~43),proS(17),pyrE(~72),thrS(~40),tpi(~9)
GCA_028823555.1_ASM2882355v1.fna,sbsec,-,ddl(~16),gki(~22),glnA(10),mutS(55?),mutS2(~28),pheS(~43),proS(~53),pyrE(75?),thrS(~40),tpi(27)
GCA_028864405.1_ASM2886440v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_028864415.1_ASM2886441v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_029219665.1_ASM2921966v1.fna,-,-,"","","","","","","","","",""
GCA_029395415.1_ASM2939541v1.fna,-,-,"","","","","","","","","",""
GCA_029536775.1_ASM2953677v1.fna,bsubtilis,-,glpF(~3),ilvD(3),pta(2),purH(112),pycA(2),rpoD(84),tpiA(1),"","",""
GCA_029536935.1_ASM2953693v1.fna,bsubtilis,-,glpF(~3),ilvD(3),pta(2),purH(112),pycA(2),rpoD(84),tpiA(1),"","",""
GCA_029537135.1_ASM2953713v1.fna,bsubtilis,-,glpF(3),ilvD(64),pta(2),purH(~131),pycA(34),rpoD(1),tpiA(3),"","",""
GCA_029664405.1_ASM2966440v1.fna,-,-,"","","","","","","","","",""
GCA_029664435.1_ASM2966443v1.fna,-,-,"","","","","","","","","",""
GCA_029664485.1_ASM2966448v1.fna,-,-,"","","","","","","","","",""
GCA_029664495.1_ASM2966449v1.fna,-,-,"","","","","","","","","",""
GCA_029667185.1_ASM2966718v1.fna,-,-,"","","","","","","","","",""
GCA_029743055.1_ASM2974305v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_029917105.1_ASM2991710v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_029953655.1_ASM2995365v1.fna,-,-,"","","","","","","","","",""
GCA_030005595.1_ASM3000559v1.fna,bsubtilis,-,glpF(3),ilvD(48),pta(~2),purH(112),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_030016255.1_ASM3001625v1.fna,bsubtilis,102,glpF(59),ilvD(64),pta(66),purH(71),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_030053535.1_ASM3005353v1.fna,ssuis,28,aroA(2),cpn60(30),dpr(5),gki(34),mutS(31),recA(3),thrA(25),"","",""
GCA_030121685.1_ASM3012168v1.fna,bsubtilis,-,glpF(3),ilvD(64),pta(107),purH(112),pycA(26),rpoD(41),tpiA(3),"","",""
GCA_030131845.1_ASM3013184v1.fna,-,-,"","","","","","","","","",""
GCA_030217095.1_ASM3021709v1.fna,sagalactiae,19,adhP(1),pheS(1),atr(3),glnA(2),sdhA(2),glcK(2),tkt(2),"","",""
GCA_030229925.1_ASM3022992v1.fna,-,-,"","","","","","","","","",""
GCA_030233755.1_ASM3023375v1.fna,sagalactiae,19,adhP(1),pheS(1),atr(3),glnA(2),sdhA(2),glcK(2),tkt(2),"","",""
GCA_030237775.1_ASM3023777v1.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
GCA_030408595.1_ASM3040859v1.fna,-,-,"","","","","","","","","",""
GCA_030408815.1_ASM3040881v1.fna,-,-,"","","","","","","","","",""
GCA_030433815.1_ASM3043381v1.fna,-,-,"","","","","","","","","",""
GCA_030450615.1_ASM3045061v1.fna,-,-,"","","","","","","","","",""
GCA_030489665.1_ASM3048966v1.fna,-,-,"","","","","","","","","",""
GCA_030519455.1_ASM3051945v1.fna,bsubtilis,-,glpF(3),ilvD(~3),pta(2),purH(66),pycA(34),rpoD(41),tpiA(~3),"","",""
GCA_030585465.1_ASM3058546v1.fna,-,-,"","","","","","","","","",""
GCA_030585485.1_ASM3058548v1.fna,-,-,"","","","","","","","","",""
GCA_030585545.1_ASM3058554v1.fna,-,-,"","","","","","","","","",""
GCA_030908585.1_ASM3090858v1.fna,-,-,"","","","","","","","","",""
GCA_030909955.1_ASM3090995v1.fna,bsubtilis,-,glpF(3),ilvD(65),pta(~55),purH(~131),pycA(34),rpoD(~84),tpiA(1),"","",""
GCA_031192325.1_ASM3119232v1.fna,-,-,"","","","","","","","","",""
GCA_031316495.1_ASM3131649v1.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_031454175.1_ASM3145417v1.fna,-,-,"","","","","","","","","",""
GCA_032464685.1_ASM3246468v1.fna,-,-,"","","","","","","","","",""
GCA_032464735.1_ASM3246473v1.fna,-,-,"","","","","","","","","",""
GCA_032586255.1_ASM3258625v1.fna,-,-,"","","","","","","","","",""
GCA_032878815.1_ASM3287881v1.fna,-,-,"","","","","","","","","",""
GCA_032937075.1_ASM3293707v1.fna,-,-,"","","","","","","","","",""
GCA_033023055.1_ASM3302305v1.fna,sbsec,-,ddl(7),gki(6),glnA(26),mutS(7),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(~53),tpi(6)
GCA_033023095.1_ASM3302309v1.fna,sbsec,-,ddl(7),gki(6),glnA(26),mutS(7),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(~53),tpi(6)
GCA_033023115.1_ASM3302311v1.fna,sbsec,-,ddl(7),gki(6),glnA(26),mutS(7),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(~53),tpi(6)
GCA_033023195.1_ASM3302319v1.fna,sbsec,-,ddl(7),gki(6),glnA(26),mutS(7),mutS2(8),pheS(7),proS(6),pyrE(12),thrS(~53),tpi(6)
GCA_900007905.1_assembly_GD-0008.fna,ssuis,28,aroA(2),cpn60(30),dpr(5),gki(34),mutS(31),recA(3),thrA(25),"","",""
GCA_900009905.1_assembly_GD-0032.fna,ssuis,13,aroA(1),cpn60(12),dpr(1),gki(1),mutS(6),recA(21),thrA(21),"","",""
GCA_900010565.1_assembly_12V457.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900016175.1_ASM90001617v1.fna,-,-,"","","","","","","","","",""
GCA_900049635.1_7054_7_19.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900050395.1_7054_7_86.fna,ssuis,908,aroA(38),cpn60(340),dpr(237),gki(298),mutS(84),recA(26),thrA(9),"","",""
GCA_900050415.1_7054_7_54.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900050435.1_7054_7_72.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900050845.1_7054_7_69.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900051255.1_7054_7_20.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900051265.1_7054_7_50.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900051595.1_7054_7_11.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900052005.1_8525_5_81.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900053795.1_8337_6_25.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900054565.1_7114_5_51.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900054575.1_7054_7_30.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900054835.1_7054_7_5.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900054845.1_7054_7_75.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900056525.1_7114_5_82.fna,ssuis,877,aroA(15),cpn60(11),dpr(9),gki(7),mutS(305),recA(30),thrA(12),"","",""
GCA_900056545.1_7054_7_8.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900056615.1_8525_5_96.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058015.1_7114_5_83.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900058025.1_7114_5_84.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900058065.1_8525_5_86.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058265.1_7114_5_62.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058275.1_8337_6_26.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058315.1_8525_5_11.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058505.1_8337_6_81.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900058685.1_5749_1_9.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900059085.1_7114_5_56.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900059115.1_7054_7_16.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900059415.1_7114_5_12.fna,ssuis,861,aroA(23),cpn60(99),dpr(52),gki(101),mutS(220),recA(194),thrA(11),"","",""
GCA_900059425.1_7114_5_13.fna,ssuis,879,aroA(63),cpn60(68),dpr(21),gki(297),mutS(7),recA(30),thrA(8),"","",""
GCA_900059465.1_8337_6_13.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900059495.1_8337_6_31.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900059775.1_7054_7_40.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900059895.1_7114_5_63.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900060325.1_7114_5_28.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900060645.1_7114_5_69.fna,ssuis,890,aroA(25),cpn60(13),dpr(235),gki(254),mutS(117),recA(38),thrA(113),"","",""
GCA_900060665.1_8525_5_27.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900060955.1_7114_5_85.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900061365.1_7054_7_10.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900061385.1_7054_7_71.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900062275.1_7114_5_90.fna,ssuis,859,aroA(38),cpn60(10),dpr(30),gki(66),mutS(84),recA(71),thrA(174),"","",""
GCA_900063015.1_8525_5_95.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900064665.1_7054_7_15.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900064675.1_7054_7_56.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065045.1_7054_7_59.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065235.1_7054_7_14.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900065705.1_5749_1_3.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065725.1_5749_1_8.fna,ssuis,29,aroA(8),cpn60(30),dpr(5),gki(34),mutS(30),recA(3),thrA(25),"","",""
GCA_900065735.1_5749_1_10.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065765.1_7054_7_31.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065785.1_7054_7_7.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065795.1_8337_6_61.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900065805.1_8337_6_64.fna,ssuis,1,aroA(1),cpn60(1),dpr(1),gki(1),mutS(1),recA(1),thrA(1),"","",""
GCA_900073475.1_10059.fna,sagalactiae,416,adhP(76),pheS(1),atr(1),glnA(13),sdhA(1),glcK(1),tkt(1),"","",""
GCA_900073555.1_10058.fna,sagalactiae,416,adhP(76),pheS(1),atr(1),glnA(13),sdhA(1),glcK(1),tkt(1),"","",""
GCA_900074065.1_VSA26.fna,sagalactiae,61,adhP(13),pheS(1),atr(1),glnA(13),sdhA(1),glcK(1),tkt(1),"","",""
GCA_900095345.1_ASM90009534v1.fna,bsubtilis,-,glpF(~19),ilvD(~5),pta(8),purH(~25),pycA(21),rpoD(5),tpiA(7),"","",""
GCA_900099985.1_IMG-taxon_2634166206_annotated_assembly.fna,-,-,"","","","","","","","","",""
GCA_900100035.1_IMG-taxon_2593339267_annotated_assembly.fna,sbsec,186,ddl(52),gki(40),glnA(10),mutS(57),mutS2(61),pheS(45),proS(56),pyrE(75),thrS(15),tpi(9)
GCA_900100545.1_IMG-taxon_2651870321_annotated_assembly.fna,-,-,"","","","","","","","","",""
GCA_900109395.1_IMG-taxon_2608642181_annotated_assembly.fna,sbsec,197,ddl(48),gki(47),glnA(10),mutS(56),mutS2(57),pheS(41),proS(17),pyrE(71),thrS(40),tpi(26)
GCA_900111865.1_IMG-taxon_2654588109_annotated_assembly.fna,-,-,"","","","","","","","","",""
GCA_900115215.1_IMG-taxon_2606217737_annotated_assembly.fna,-,-,"","","","","","","","","",""
GCA_900115895.1_IMG-taxon_2654588207_annotated_assembly.fna,sbsec,201,ddl(47),gki(49),glnA(10),mutS(55),mutS2(56),pheS(11),proS(51),pyrE(70),thrS(39),tpi(9)
GCA_900155685.1_Paenibacillus_bouchesdurhonensis.fna,-,-,"","","","","","","","","",""
GCA_900177305.1_IMG-taxon_2547132509_annotated_assembly.fna,bsubtilis,-,glpF(3),ilvD(64),pta(66),purH(71),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_900191025.1_6512_2_10.fna,spneumoniae,4697,aroE(7),gdh(5),gki(15),recP(10),spi(17),xpt(19),ddl(255),"","",""
GCA_900195045.1_13681_1_28.fna,spneumoniae,11796,aroE(7),gdh(13),gki(4),recP(1),spi(6),xpt(1),ddl(14),"","",""
GCA_900215365.1_IMG-taxon_2545824506_annotated_assembly.fna,bsubtilis,-,glpF(3),ilvD(64),pta(66),purH(71),pycA(34),rpoD(1),tpiA(1),"","",""
GCA_900445425.1_52087_D01.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_900458965.1_43188_F01.fna,sagalactiae,-,adhP(13),pheS(1),atr(1),glnA(13),sdhA(1),glcK(171?),tkt(1),"","",""
GCA_900459245.1_41825_C01.fna,sagalactiae,61,adhP(13),pheS(1),atr(1),glnA(13),sdhA(1),glcK(1),tkt(1),"","",""
GCA_900490735.1_G1563.fna,-,-,"","","","","","","","","",""
GCA_900490815.1_G1564.fna,-,-,"","","","","","","","","",""
GCA_900626095.1_PRJEB22819.fna,-,-,"","","","","","","","","",""
GCA_900631615.1_NCTC10741_2.fna,-,-,"","","","","","","","","",""
GCA_900636435.1_42197_C01.fna,-,-,"","","","","","","","","",""
GCA_902167555.1_B.longum_ssp_infantis_2_mod_mod2.fna,-,-,"","","","","","","","","",""
GCA_902364565.1_MGYG-HGUT-00226.fna,-,-,"","","","","","","","","",""
GCA_902858925.1_Ssal_L22.fna,-,-,"","","","","","","","","",""
GCA_905319145.1_NRS6185.fna,bsubtilis,-,glpF(3),ilvD(64),pta(66),purH(71),pycA(1),rpoD(1),tpiA(1),"","",""
GCA_918026825.1_ASM91802682v1.fna,-,-,"","","","","","","","","",""
GCA_925281505.1_IM145.fna,-,-,"","","","","","","","","",""
GCA_925299355.1_IM914.fna,-,-,"","","","","","","","","",""
GCA_925301855.1_IM1409.fna,-,-,"","","","","","","","","",""
GCA_932751155.1_Streptococcus_thoraltensis_DSM110086.fna,-,-,"","","","","","","","","",""
GCA_934215815.1_ERR7745429_bin.54.fna,-,-,"","","","","","","","","",""
GCA_946887765.1_H3B1-01A.fna,-,-,"","","","","","","","","",""
GCA_947054575.1_ASM94705457v1.fna,-,-,"","","","","","","","","",""
GCA_947054585.1_ASM94705458v1.fna,-,-,"","","","","","","","","",""
GCA_947054595.1_ASM94705459v1.fna,-,-,"","","","","","","","","",""
GCA_947054675.1_ASM94705467v1.fna,-,-,"","","","","","","","","",""
GCA_947054685.1_ASM94705468v1.fna,-,-,"","","","","","","","","",""
GCA_947059885.1_ASM94705988v1.fna,-,-,"","","","","","","","","",""
GCA_947059895.1_ASM94705989v1.fna,-,-,"","","","","","","","","",""
GCA_947061625.1_ASM94706162v1.fna,-,-,"","","","","","","","","",""
GCA_947062035.1_ASM94706203v1.fna,-,-,"","","","","","","","","",""
GCA_947064825.1_ASM94706482v1.fna,-,-,"","","","","","","","","",""
GCA_947064895.1_ASM94706489v1.fna,-,-,"","","","","","","","","",""
GCA_947065575.1_ASM94706557v1.fna,-,-,"","","","","","","","","",""
GCA_947065665.1_ASM94706566v1.fna,-,-,"","","","","","","","","",""
GCA_947065965.1_ASM94706596v1.fna,-,-,"","","","","","","","","",""
GCA_947066195.1_ASM94706619v1.fna,-,-,"","","","","","","","","",""
GCA_947066335.1_ASM94706633v1.fna,-,-,"","","","","","","","","",""
GCA_947066655.1_ASM94706665v1.fna,-,-,"","","","","","","","","",""
GCA_947067415.1_ASM94706741v1.fna,-,-,"","","","","","","","","",""
GCA_947067565.1_ASM94706756v1.fna,-,-,"","","","","","","","","",""
GCA_947308445.1_ASM94730844v1.fna,-,-,"","","","","","","","","",""
GCA_947494875.1_235-3Z.fasta.fna,-,-,"","","","","","","","","",""
GCA_947644355.1_SRR17794281_bin.15_metawrap_v1.3_MAG.fna,-,-,"","","","","","","","","",""
GCA_950101985.1_S-thermophilus_M134.fna,streptothermophilus,-,ddlA(1),glcK(7),proA(2),ptsI(22),serB(10),tkt(4),"","","",""
GCA_958411575.1_ERR9354029_bin.3_MetaWRAP_v1.3_MAG.fna,bsubtilis,7,glpF(9),ilvD(4),pta(6),purH(7),pycA(5),rpoD(4),tpiA(5),"","",""
GCA_959028625.1_ERR10149253_bin.18_MetaWRAP_v1.3_MAG.fna,-,-,"","","","","","","","","",""
GCA_963527335.1_ERR9969176_bin.4_MetaWRAP_v1.3_MAG.fna,spneumoniae,-,aroE(~277),gdh(~290),gki(675),recP(~288),spi(182),xpt(~735),ddl(~824),"","",""
MGYG000000226.fna,-,-,"","","","","","","","","",""
MGYG000003806.fna,-,-,"","","","","","","","","",""
MGYG000004680.fna,-,-,"","","","","","","","","",""
MGYG000037346.fna,-,-,"","","","","","","","","",""
MGYG000066483.fna,sbsec,-,ddl(~52),gki(~25),glnA(10),mutS(-),mutS2(~57),pheS(~11),proS(-),pyrE(15),thrS(~40),tpi(9)
MGYG000069900.fna,-,-,"","","","","","","","","",""
MGYG000075800.fna,-,-,"","","","","","","","","",""
MGYG000086390.fna,-,-,"","","","","","","","","",""
MGYG000086517.fna,lsalivarius,-,pstB(3),rpsB(2),nrdB(6?),rpoA(5),parB(~7),"","","","",""
MGYG000100239.fna,-,-,"","","","","","","","","",""
MGYG000121622.fna,-,-,"","","","","","","","","",""
MGYG000130817.fna,-,-,"","","","","","","","","",""
MGYG000175713.fna,-,-,"","","","","","","","","",""
MGYG000185527.fna,-,-,"","","","","","","","","",""
MGYG000190779.fna,lsalivarius,-,pstB(~2),rpsB(4),nrdB(7?),rpoA(7),parB(9?),"","","","",""
MGYG000218646.fna,-,-,"","","","","","","","","",""
MGYG000228449.fna,-,-,"","","","","","","","","",""
MGYG000231380.fna,lsalivarius,-,pstB(-),rpsB(2),nrdB(6?),rpoA(5),parB(7),"","","","",""
MGYG000259859.fna,-,-,"","","","","","","","","",""
MGYG000280734.fna,sbsec,-,ddl(36),gki(9),glnA(26),mutS(7),mutS2(~8),pheS(7),proS(6),pyrE(12),thrS(-),tpi(22)
MGYG000281903.fna,-,-,"","","","","","","","","",""
MGYG000284567.fna,-,-,"","","","","","","","","",""
MGYG000301592.fna,sbsec,-,ddl(36),gki(6),glnA(8),mutS(74),mutS2(8),pheS(7),proS(6),pyrE(-),thrS(10),tpi(6)
MGYG000307678.fna,-,-,"","","","","","","","","",""
MGYG000313421.fna,-,-,"","","","","","","","","",""
MGYG000321182.fna,-,-,"","","","","","","","","",""
MGYG000321476.fna,-,-,"","","","","","","","","",""
