protein_acc	n	nucleotide_acc	taxid	superkingdom	phylum	class	order	family	genus	species	type	evalue
WP_161921747.1	2	NZ_JAACYS010000093.1	2703818	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pallidibacillus	Pallidibacillus pasinlerensis	nisins	6.9e-10
WP_161921747.1	2	NZ_JAACYS010000093.1	2703818	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pallidibacillus	Pallidibacillus pasinlerensis	nisins	4.4e-10
WP_175063859.1	2	NZ_LR793265.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	1.3e-17
WP_175063859.1	2	NZ_LR793265.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	2.1e-18
WP_175063860.1	2	NZ_LR793265.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	7.4e-18
WP_175063860.1	2	NZ_LR793265.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	1.2e-18
WP_187159389.1	2	NZ_SCLZ01000002.1	1218494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helsingborgensis	nisins	1.6e-17
WP_187159389.1	2	NZ_SCLZ01000002.1	1218494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helsingborgensis	nisins	1.7e-17
WP_203268089.1	2	NZ_JADFBF010000008.1	1349	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	nisins	2.2e-19
WP_203268089.1	2	NZ_JADFBF010000008.1	1349	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	nisins	1.9e-19
WP_223896497.1	2	NZ_BPPT01000008.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	1.2e-17
WP_223896497.1	2	NZ_BPPT01000008.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	2.2e-18
WP_225415727.1	2	NZ_QSTB01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisins	5.4e-19
WP_225415727.1	2	NZ_QSTB01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisins	9.3e-20
WP_242257948.1	2	NZ_CAKODQ010000004.1	55085	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thoraltensis	nisins	4.1e-16
WP_242257948.1	2	NZ_CAKODQ010000004.1	55085	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thoraltensis	nisins	3.6e-16
WP_247213748.1	2	NZ_JALLEH010000001.1	1349	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	nisins	2.7e-17
WP_247213748.1	2	NZ_JALLEH010000001.1	1349	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	nisins	2.4e-17
WP_247934680.1	2	NZ_JALDTZ010000003.1	28037	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	nisins	1.1e-11
WP_247934680.1	2	NZ_JALDTZ010000003.1	28037	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	nisins	5.6e-12
WP_248604716.1	2	NZ_JAJIAS010000019.1	148814	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus kunkeei	nisins	2.8e-18
WP_248604716.1	2	NZ_JAJIAS010000019.1	148814	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus kunkeei	nisins	2.8e-18
WP_251905497.1	2	NZ_CAKMCJ010000034.1	2107999	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	nisins	1.3e-16
WP_251905497.1	2	NZ_CAKMCJ010000034.1	2107999	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	nisins	2.1e-17
WP_255764011.1	2	NZ_CP101621.1	492670	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	nisins	4.8e-10
WP_255764011.1	2	NZ_CP101621.1	492670	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	nisins	5.1e-10
WP_257060761.1	2	NZ_JANIKJ010000022.1	2968469	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. 76QC2CO	nisins	5.1e-13
WP_257060761.1	2	NZ_JANIKJ010000022.1	2968469	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. 76QC2CO	nisins	4.9e-13
WP_269388649.1	2	NZ_JAPWDN010000003.1	1390	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	nisins	2.6e-10
WP_269388649.1	2	NZ_JAPWDN010000003.1	1390	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	nisins	3.7e-10
WP_270342836.1	2	NZ_JAQDYA010000007.1	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	nisins	4.1e-20
WP_270342836.1	2	NZ_JAQDYA010000007.1	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	nisins	7.8e-21
WP_272111762.1	2	NZ_JAQMJI010000027.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	4.9e-19
WP_272111762.1	2	NZ_JAQMJI010000027.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisins	3.2e-19
WP_277643372.1	2	NZ_JAQXTV010000072.1	2652291	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Inconstantimicrobium	Inconstantimicrobium porci	nisins	1.4e-18
WP_277643372.1	2	NZ_JAQXTV010000072.1	2652291	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Inconstantimicrobium	Inconstantimicrobium porci	nisins	1.5e-18
WP_284133163.1	2	NZ_JASKYM010000006.1	1368474	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia sedimentorum	nisins	2.6e-08
WP_284133163.1	2	NZ_JASKYM010000006.1	1368474	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia sedimentorum	nisins	2.6e-08
WP_284680145.1	2	NZ_CP060096.1	2755338	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aceticella	Aceticella autotrophica	nisins	1.6e-09
WP_284680145.1	2	NZ_CP060096.1	2755338	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aceticella	Aceticella autotrophica	nisins	2e-09
WP_299573155.1	2	NZ_CANLWM010000004.1	259311	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Williamsia	uncultured Williamsia sp.	nisins	4.3e-07
WP_299573155.1	2	NZ_CANLWM010000004.1	259311	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Williamsia	uncultured Williamsia sp.	nisins	4.4e-07
WP_301407345.1	2	NZ_JAKDIG010000002.1	1969402	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Luteococcus	Luteococcus sp.	nisins	7.1e-11
WP_301407345.1	2	NZ_JAKDIG010000002.1	1969402	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Luteococcus	Luteococcus sp.	nisins	7.7e-11
KAA1011510.1		VRMC01000187.1	2603411	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. EV170527-09		
KAA1011513.1		VRMC01000187.1	2603411	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. EV170527-09		
TKW78052.1		VAFH01000552.1	1274631	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium icense		
SUK96190.1		UHAQ01000004.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus		
SUK96192.1		UHAQ01000004.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus		
PJD94810.1		PEQL01000019.1	2052048	Bacteria	Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia sp.		
CAI2677346.1		OX335239.1	148814	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus kunkeei		
WP_052857710.1		NZ_WWHH01000156.1	2690328	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID7805	nisB	4.6e-223
WP_244735724.1		NZ_WUBA01000016.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_211752180.1		NZ_WUBA01000016.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_244735724.1		NZ_WUAZ01000007.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_211752180.1		NZ_WUAZ01000007.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_211752180.1		NZ_WUAY01000018.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_244735724.1		NZ_WUAY01000018.1	1360	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis		
WP_153907235.1		NZ_WHVU01000008.1	29388	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	nisB	1.3e-201
WP_000400477.1		NZ_VYRC01000025.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_000400477.1		NZ_VYJT01000010.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_154516674.1		NZ_VUMT01000002.1	2606634	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Velocimicrobium	Velocimicrobium porci	nisB	0
WP_081539211.1		NZ_VSWA01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSVX01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSVD01000005.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUX01000003.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUS01000010.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUN01000007.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUM01000008.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUJ01000006.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSUF01000008.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSTX01000003.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSTV01000002.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSTU01000003.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_VSTS01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_275066775.1		NZ_VSTJ01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	2.3e-156
WP_275066775.1		NZ_VSTI01000002.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	2.3e-156
WP_149666474.1		NZ_VRMC01000127.1	2603411	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. EV170527-09	nisB	1.2e-208
WP_146323893.1		NZ_VOHM01000006.1	679663	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium canis	nisB	1.6e-108
WP_017768976.1		NZ_VIEF01000008.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_125152330.1		NZ_UYZZ01000001.1	2040295	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium rectalis	nisB	0
WP_000400477.1		NZ_SSXN01000004.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_133519700.1		NZ_SNVW01000005.1	2035	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	nisB	2e-183
WP_192511253.1		NZ_SLTL01000007.1	2546104	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. 23TSA30-6		
WP_238353917.1		NZ_SLTL01000007.1	2546104	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. 23TSA30-6		
WP_187159395.1		NZ_SCLZ01000002.1	1218494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helsingborgensis	nisB	1.4e-165
WP_020998764.1		NZ_RJOL01000012.1	1338	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	nisB	0
WP_124067897.1		NZ_RJLQ01000022.1	2487134	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. E02	nisB	0
WP_260311328.1		NZ_RIML01000058.1	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	nisB	2.3e-57
WP_117638665.1		NZ_QUHY01000002.1	2292979	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp. AM47-4	nisB	0
WP_117641664.1		NZ_QSTB01000004.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_117638665.1		NZ_QSOL01000002.1	40520	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum	nisB	0
WP_118404105.1		NZ_QSHK01000002.1	39486	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea formicigenerans	nisB	0
WP_118895794.1		NZ_QOCT01000001.1	1505723	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus bombicola	nisB	8.6e-212
WP_031918769.1		NZ_PZVR01000015.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_017768976.1		NZ_PONL01000019.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_017768976.1		NZ_PONK01000091.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POME01000067.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POMD01000569.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POLZ01000146.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POLW01000411.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJT01000064.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJR01000035.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJP01000024.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJO01000046.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJM01000034.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POJB01000048.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_000400477.1		NZ_POIY01000040.1	1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	nisB	0
WP_085787920.1		NZ_NDEZ01000002.1	265546	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus ayderensis	nisB	0
WP_081539211.1		NZ_NBET01000043.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_000400477.1		NZ_NAYM01000006.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_000400477.1		NZ_MVFO01000035.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_153907235.1		NZ_MN602039.1	29388	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	nisB	1.3e-201
WP_000400477.1		NZ_MJDR01000005.1	1354	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	nisB	0
WP_069329682.1		NZ_MDER01000086.1	1886670	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus nuruki	nisB	0
WP_031918769.1		NZ_LXFD01000002.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_110933143.1		NZ_LT732548.1	1870990	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus bouchesdurhonensis	nisB	0
WP_061521609.1		NZ_LSBA01000014.1	1793963	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nakamurai	nisB	0
WP_254594085.1		NZ_LR793265.1	1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	nisB	0
WP_126195700.1		NZ_LR131273.1	2061	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella paurometabola	nisB	2.2e-140
WP_031918769.1		NZ_KV841345.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KV838953.1	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK238041.1	1422798	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK238012.1	1422797	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK237273.1	1422771	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK237213.1	1422770	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK237180.1	1422769	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK237131.1	1422768	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK236809.1	1422758	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK236771.1	1422757	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_KK236653.1	1422754	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_024343842.1		NZ_KE384124.1	1280690	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	nisB	0
WP_010766316.1		NZ_KB946320.1	1158609	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus moraviensis	nisB	0
WP_010766316.1		NZ_JXKW01000002.1	155617	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus moraviensis	nisB	0
WP_057176111.1		NZ_JXCW01000008.1	148814	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus kunkeei	nisB	7.3e-216
WP_049523502.1		NZ_JVLI01000018.1	257758	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	nisB	0
WP_020998764.1		NZ_JUZI01000019.1	1338	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	nisB	0
WP_052857710.1		NZ_JOEL01000018.1									nisB	4.6e-223
WP_031918769.1		NZ_JIIW01000030.1	1422784	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_031918769.1		NZ_JIIV01000031.1	1422785	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_026887543.1		NZ_JHXK01000032.1	1410652	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	nisB	5e-302
WP_031918769.1		NZ_JHQA01000005.1	904770	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	nisB	2.6e-219
WP_000400477.1		NZ_JAWKGW010000003.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisB	0
WP_000400477.1		NZ_JAWKGU010000003.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisB	0
WP_000400477.1		NZ_JAWKGT010000003.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisB	0
WP_000400477.1		NZ_JAWKGS010000003.1	197614	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	nisB	0
WP_188774484.1		NZ_JAVDQH010000010.1	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	nisB	0
WP_231099405.1		NZ_JAULTN010000002.1	1359	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris		
WP_063280252.1		NZ_JAULTN010000002.1	1359	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris		
WP_284796840.1		NZ_JASPGF010000011.1	43769	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum	nisB	1e-158
WP_000400477.1		NZ_JASPBX010000029.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_000400477.1		NZ_JASOND010000029.1	1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	nisB	0
WP_284133162.1		NZ_JASKYM010000006.1	1368474	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia sedimentorum	nisB	0
WP_081539211.1		NZ_JARBJN010000002.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
WP_081539211.1		NZ_JARBJM010000002.1	1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	nisB	0
